December	is during	summer in hemisphere
summer	is in	southern hemisphere
December	is during	summer in southern hemisphere
example	is	chimpanzee digging
chimpanzee digging	is with	stick
example	is	chimpanzee digging for insects
example	is	chimpanzee digging with stick
example	is	chimpanzee digging for insects with stick
vehicle	passing characteristics from parent to	offspring
vehicle	passing	inherited characteristics from parent
vehicle	passing inherited characteristics from parent to	offspring
vehicle	passing	characteristics from parent
vehicle	passing	inherited characteristics
vehicle	passing characteristics to	offspring
vehicle	passing inherited characteristics to	offspring
vehicle	passing	characteristics
DNA	is	vehicle
Earth	has	surface
Earth 's surface	is made of	rock
Earth 's surface	is	made
December	is during	winter in hemisphere
December	is during	winter in northern hemisphere
winter	is in	northern hemisphere
December	is during	winter
Earth	is	made
Earth	is made of	rock
Sun	causes	seasons
Earth 's magnetic patterns	finding	locations
Earth 's magnetic patterns	are	used
Earth 's patterns	finding	locations
Earth	has	magnetic patterns
Earth 's patterns	are	used
Earth	is planet	third closest to Sun
Earth	is planet	third
Earth	is planet	third closest
Earth 's tilt	causes	seasons
Earth	has	tilt on axis
waste product	is In	cellular respiration process carbon dioxide
green plant	has role In	food chain process
plant	has	role
green plant	has	role
plant	has	role of producer
green plant	has	role of producer
plant	has role In	food chain process
animal	has role In	food chain process
animal	has	role
Galileo Galilei	make	observations of bodies
Galileo Galilei	made	improvements to telescope
Galileo Galilei	make	observations
Galileo Galilei	make	better observations of bodies
Galileo Galilei	made	improvements
Galileo Galilei	make	better observations of celestial bodies
Galileo Galilei	make	better observations
Galileo Galilei	make	observations of celestial bodies
animal	has role In	food chain process
animal	has	role
types	have	role
types	have role In	food chain process
types	have	role of producer
January	is during	winter in northern hemisphere
winter	is in	northern hemisphere
January	is during	winter
January	is during	winter in hemisphere
waste product	is In	respiration process carbon dioxide
Louis Pasteur	invented	pasteurization
June	is during	winter
June	is during	winter in hemisphere
June	is during	winter in southern hemisphere
winter	is in	southern hemisphere
Matter	is in	gas phase
Matter	has	variable shape
Matter	has	shape
Matter	is in	gas phase
Matter	has	variable volume
Matter	has	volume
Matter	has	variable shape
Matter	is in	liquid phase
Matter	has	shape
Matter	is in	solid phase
Matter	has	shape
Matter	has	definite shape
summer	is in	northern hemisphere
June	is during	summer in northern hemisphere
June	is during	summer in hemisphere
June	is during	summer
Matter	is in	liquid phase
Matter	has	volume
Matter	has	definite volume
Earth	on	axis
Rotation	takes	1 day
Rotation	takes	one day
balance	measuring	weight
balance	is	used
balance	measuring	weight of substance
Pluto	is planet	ninth closest
Pluto	is planet	ninth
Pluto	is planet	ninth closest to Sun
balloon	contains	gas
bat births	live	young
barometer	is	used
barometer	measure	air pressure
Punnett square	identify	percent chance of trait
Punnett square	is	used
Punnett square	identify	percent chance
balance	measuring	mass
balance	is	used
balance	measuring	mass of object
battery	is source of	electrical energy
battery	is	source
battery	is source of	energy
beach ball	contains	gas
bicycle	contains	screws
battery	converts	chemical energy
battery	converts chemical energy into	energy
battery	converts chemical energy into	electrical energy
berry	contains	seeds
bird	is	warm-blooded
body	is source of	water
body	is	source
beak	catching prey by	birds
beak	is	used
beak	catching	prey
bubble	contains	gas
camera	recording	images
camera	is	used
candle	is	source
it	is	when burned
candle	is source of	light
it	is	burned
canyon	occurs over	period
canyon	occurs over	period of millions
canyon	occurs over	period of millions of years
cactus stem	is	used
cactus stem	storing	water
canyon	is	made
canyon	is made of	rocks
car engine	is	source
car engine	is source of	heat
chipmunk	eats	acorns
carbonated beverage	contains	dissolved carbon dioxide
beverage	contains	carbon dioxide
carbonated beverage	contains	carbon dioxide
beverage	contains	dissolved carbon dioxide
chloroplast	contains	chlorophyll
closed circuit	has	path
circuit	has	continuous path
closed circuit	has	continuous path
circuit	has	path
car engine	converts gasoline through	combustion
car engine	converts gasoline into	motion
car engine	usually converts	gasoline
car engine	usually converts gasoline into	motion
car engine	usually converts gasoline through	combustion
car engine	converts	gasoline
community	is made of	types of organisms in area
many types	is in	area
community	is made of	many types of organisms in area
cavern	is formed by	acid
cavern	is	formed
cavern	is formed by	carbonic acid in groundwater seeping
cavern	is formed by	carbonic acid in groundwater
cavern	is formed by	carbonic acid in groundwater seeping through rock
cavern	dissolving	limestone
cavern	is formed by	carbonic acid
cavern	is formed by	acid in groundwater
carbonic acid	is in	groundwater seeping through rock
cavern	is formed by	acid in groundwater seeping through rock
cavern	is formed by	acid in groundwater seeping
compass	is kind of	tool
compass	is	kind
kind	determining	direction
Earth	with	magnetic poles
compass	has	needle lines up with magnetic poles
compass 's needle lines	is with	Earth 's magnetic poles
compass	navigate	oceans
compass	is	used
revolution	takes	one Earth year
complete revolution	takes	one Earth year
revolution	takes	one year
revolution	takes	one solar year
complete revolution	takes	one year
complete revolution	takes	one solar year
computer	controls	robot
compass	navigate	seas
compass	is	used
electrical circuit	is source of	electrical energy
complete electrical circuit	is source of	electrical energy
circuit	is	source
complete circuit	is	source
circuit	is source of	electrical energy
circuit	is source of	energy
complete electrical circuit	is source of	energy
complete circuit	is source of	energy
electrical circuit	is source of	energy
complete electrical circuit	is	source
complete circuit	is source of	electrical energy
electrical circuit	is	source
deer	lives in	forest
desert environment	has	low rainfall
desert environment	has	rainfall
desert environment	contains	very little food
desert environment	contains	food
desert environment	contains	little food
forest environment	is	dark
forest environment	is dark in	color
forest environment	is often dark in	color
dense forest environment	is dark in	color
dense forest environment	is	dark
dense forest environment	is	often dark
dense forest environment	is often dark in	color
forest environment	is	often dark
desert environment	is	dry
desert environment	is low in	availability
desert environment	is low in	availability of water
desert environment	is	low
different moon phase	occurs per	once week
moon phase	occurs per	week
different moon phase	occurs per	week
moon phase	occurs per	once week
decrease	is in	visibility
driving	crash	their car
desert environment	is	hot
desert environment	is	usually hot
desert environment	is hot in	temperature
desert environment	is usually hot in	temperature
fish	lives in	water
doorbell	converts	electrical energy
doorbell	converts	energy
doorbell	converts energy into	sound
desert environment	has	lot
desert environment	usually has	lot
desert environment	has	lot of sunlight
desert environment	usually has	lot of sunlight
flashlight	emits	light
female insect	lays	eggs
female insect	lays eggs during	adult stage of insect 's life cycle
insect	lays eggs during	adult stage of insect 's life cycle
insect	of	life cycle
insect	lays eggs during	stage
insect	lays eggs during	stage of insect 's life cycle
female insect	lays eggs during	stage of insect 's life cycle
female insect	lays eggs during	adult stage
insect	lays	eggs
female insect	lays eggs during	stage
insect	lays eggs during	adult stage
flashlight	requires	source
flashlight	requires	source of electricity
flashlight	converts chemical energy into	light energy
flashlight	converts	chemical energy
flashlight	converts chemical energy into	energy
flower 's purpose	produce	seeds
flower	has	purpose
flower	produces	pollen
flower	is	source
flower	is source of	nectar
forest environment	receives	more rainfall than desert
forest environment	receives	rainfall than desert
forest environment	is	green
forest environment	is often green in	color
forest environment	is	often green
forest environment	is green in	color
glacier	causes	weathering
glacier	causes	mechanical weathering
frog	eats	insects
glacier	is	made
glacier	is made of	ice
object is moving	can cause	that object 's speed decrease
object is moving	can cause	that object 's speed decrease in motion
object	has	speed decrease in forward motion
object is moving	can cause	that object 's speed decrease in forward motion
object	is in	opposite direction
object is moving	can cause	that object 's speed
graduated cylinder	measure	volume
graduated cylinder	is	used
graduated cylinder	measure	volume of object
cylinder	is	used
cylinder	measure	volume
cylinder	measure	volume of object
graduated cylinder	is kind of	instrument
cylinder	is kind of	instrument
kind	measuring	volume
cylinder	is	kind
graduated cylinder	is	kind
kind	measuring	volume of liquids
object is moving	can cause	that object 's speed increase
object is moving	can cause	that object 's speed increase in forward motion
object	is in	same direction
object	has	speed increase in forward motion
object is moving	can cause	that object 's speed increase in motion
object is moving	can cause	that object 's speed
grassland environment	receives	rainfall than desert
grassland environment	receives	more rainfall than desert
hand dryer	produces	heat
greenhouse	is	used
greenhouse	protect	plants
greenhouse	protect plants from	cold
greenhouse	is	used
greenhouse	protect	plants
hot something	is source of	heat
hot something	is	source
something	is	source
something	is source of	heat
substance	is	source
substance	is source of	heat
hot substance	is	source
hot substance	is source of	heat
human	requires	rest
human	requires	sleep
plate	is	source
hot plate	is source of	heat
hot plate	is	source
plate	is source of	heat
landfill	is	source
landfill	is source of	pollution
human	can pedal	bicycle
kettle	is	formed
laser	producing	light
laser	is	used
leaf	absorbs	sunlight
leaf	perform	photosynthesis
leaf	performs	photosynthesis
lever	moving	objects
lever	moving	heavy objects
lever	is	used
line graph	showing	change
line graph	showing change over	time
line graph	is	used
living thing	is made of	cells
thing	is	made
living thing	is	made
thing	is made of	cells
light bulb	requires	electrical energy
electrical energy	produce	light
bulb	requires	electrical energy
bulb	requires	energy
light bulb	requires	energy
energy	produce	light
thing	requires	nutrients
living thing	requires	nutrients
light bulb	converts	energy
light bulb	converts energy into	light energy
bulb	converts	electrical energy
light bulb	converts energy into	energy
light bulb	converts	electrical energy
bulb	converts energy into	light energy
bulb	converts	energy
bulb	converts energy into	energy
mammal	is	warm-blooded
magnet	attracts metals through	magnetism
magnet	attracts	ferromagnetic metals
magnet	attracts	metals
mammal	usually nurses	its young
mammal	nurses	its young
mammal	usually nurses	its offspring
mammal	nurses	its offspring
magnet	attracts metals through	magnetism
magnet	attracts	magnetic metals
magnet	attracts	metals
meter stick	is	used
meter stick	measure	length
mirror	reflects	light
mirror	reflecting	light
mirror	is	used
mouse	gives	birth
mouse	live	young
monkey births	live	young
season	occurs	four times per year
new season	occurs	four times
new season	occurs	four times per year
season	occurs	four times
moth	undergoes	metamorphosis
new season	occurs per	three months
season	occurs per	once three months
new season	occurs per	once three months
season	occurs per	three months
nest	is made of	branches
nest	is	made
plane	travels through	atmosphere
paper clip	is	made
paper clip	is made of	ferromagnetic metals
paper clip	is often made of	ferromagnetic metals
paper clip	is made of	metals
paper clip	is	often made
paper clip	is often made of	metals
rotating	causes	cycles of day
rotating	causes	cycles
plant	has	roots
planet	is	exposed
plant cell	contains	chloroplasts
plant	requires	climate
plant	requires	climate grow
plant	requires	specific climate grow
plant	requires	specific climate
plant	absorbs	carbon dioxide
plant	absorbs carbon dioxide from	air
plant	absorbs carbon dioxide from	air for photosynthesis
plant	requires	photosynthesis
plant	requires	soil
plant	requires	water
plant	requires	sunlight
plant	requires	sunlight for photosynthesis
plant	requires	sunlight
plants	mimicking	sunlight
plant light	is	used
plants	require	water
polar bear	requires	cold environment
polar bear	requires	environment
bear	requires	cold environment
bear	requires	environment
plateau	is formed by	buildup
plateau	is formed by	buildup of lava
plateau	is	formed
plateau	is formed by	buildup of cooled lava
plant stem	contains	system of tubes
water	nutrients to	other parts of plant
water	nutrients to	parts of plant
water	nutrients to	other parts
water	nutrients to	parts
plant stem	contains	system
prism	refracts	light
kind	reducing	pollutants
pollutants	emitted by	factories
kind	reducing	pollutants emitted by factories
kind	reducing	pollutants emitted
pollutions standard	is kind of	standard
pollutions standard	is	kind
producer	is source of	energy for consumers
producer	is source of	energy
producer	is	source
producer	is source of	sugar
producer	is	source of sugar in ecosystem
producer	is	source
producer	is source in	ecosystem
source	is in	ecosystem
water	roots	food
vehicle	transporting	water
vehicle	transporting water from	roots
plant stem	is	vehicle
vehicle	transporting water from	roots rest plant
vehicle	transporting water from	roots rest
predator	eats animals for	food
predator	eats	other animals
predator	eats	animals
producer	produces	its own food
producer	produces	its food
pumpkin	contains	seeds
radiator	is source of	heat
radiator	is	source
pulley	lifting	objects
pulley	is	used
radio	is used for	communication
radio	is	used
pulley	lift flag on	flagpole
pulley	lift	flag
pulley	is	used
reflector	reflect	light
reflector	reflect	light especially on vehicles
reflector	reflect	light on vehicles
reflector	is	used
quartz	is	made
quartz	is made of	six-sided crystals
quartz	is made of	crystals
quartz	is made of	transparent crystals
quartz	is made of	six-sided transparent crystals
reptile	is	cold-blooded
renewable resource	can	can renewed
resource	can	can renewed
resource	can	can replaced
renewable resource	can	can replaced
riverbank	is	made
riverbank	is made of	soil
revolution	takes	1 month
rainbow	is	formed by refraction by splitting light into different colors
rainbow	is formed by	refraction of light
rainbow	is	formed by refraction of light by splitting light into different colors
rainbow	is formed by	refraction
rainbow	is formed by	splitting light into different colors
rainbow	is	formed
something	revolves else around	something
something	revolves around	something
sandbar	is	formed
sandbar	is	formed downstream
sandbar	is formed by	water
sandbar	is formed downstream by	water moving
sandbar	is formed by	water moving
sandbar	is formed downstream by	water
satellite	orbits	planet
scale	is	used
scale	measuring	weight
salamander	eats	insects
ruler	measuring	length of object
ruler	measuring	length
ruler	is	used
sea turtle	lives in	ocean
scar	is	acquired characteristic
scar	is	characteristic
scar	is	acquired
kind	measuring	size of earthquake
seismograph	is kind of	tool
seismograph	is	kind
kind	measuring	size
seed	storing food for	new plant
seed	is	used
seed	storing	food
seed	storing food for	plant
seismograph	measuring	size of earthquake
seismograph	is	used
seismograph	measuring	size
seismometer	measure	strength
seismometer	is	used
seismometer	measure	strength of earthquake
rocket engine	produce	thrust
rocket engine	is	used
machine	requires	energy
simple machine	requires	energy
machine	requires	mechanical energy
simple machine	requires	mechanical energy
sifter	separating	mixtures
sifter	is	used
shower	is source of	water
shower	is source of	hot water
shower	is	source of hot water washing
shower	is	source
shower	is	source washing
shower	is	source of water washing
single-cell organism	can survive without	help of cells
organism	can survive without	help of cells
organism	can survive without	help of other cells
organism	can survive without	help
single-cell organism	can survive without	help of other cells
single-cell organism	can survive without	help
soda	can	can made of aluminum
soda	can	can made
skunk	produces	bad odor
skunk	produces	odor
panel	converts	sunlight
panel	converts sunlight into	electricity
solar panel	converts sunlight into	electricity
solar panel	converts	sunlight
beak	obtaining food by	bird
beak	obtaining food by	bird from small spaces
beak	obtaining	food
skinny beak	is	used
skinny beak	obtaining	food
skinny beak	obtaining food by	bird
beak	is	used
skinny beak	obtaining food by	bird from spaces
beak	obtaining food by	bird from spaces
skinny beak	obtaining food by	bird from small spaces
spider web	is	used
spider web	capture	food
spider web	capture food by	spiders
solution	is	made
solution	is made of	one substance
solution	is made of	one substance dissolved
star	is	source of light energy through nuclear reactions
star	is source of	light energy
star	is source through	reactions
star	is source through	nuclear reactions
star	is	source of energy through reactions
star	is	source
star	is	source of light energy through reactions
star	is	source of energy through nuclear reactions
star	is source of	energy
squid	produces	thrust
star	is source of	light
star	is	source of light through reactions
star	is source through	reactions
star	is source through	nuclear reactions
star	is	source of light through nuclear reactions
star	is	source
star	is made of	gases
star	is	made
stem	is source of	support for plant
stem	is source of	support
stem	is	source
stem	is	used
stem	store water by	plants
stem	store	water
stinger	is used for	defense
stinger	is	used
stinger	is used by	wasp
stinger	is	used for defense by wasp
stopwatch	measure	time
stopwatch	is	used
stove	generates	heat
stove	generates usually	heat
stove	generates	heat for cooking
stove	generates usually	heat for cooking
tape measure	measure	distance
tape measure	is	used
switch	stop flow in	circuit
switch	stop flow in	electrical circuit
switch	is	used
switch	stop	flow
switch	stop	flow of current
tape measure	measure	length
tape measure	is	used
solar eclipse	could only happen during	moon
eclipse	could happen during	moon
solar eclipse	could happen during	moon
eclipse	could happen during	new moon
solar eclipse	could only happen during	new moon
eclipse	could only happen during	new moon
solar eclipse	could happen during	new moon
eclipse	could only happen during	moon
conductor	is	made
thermal conductor	is	made
telescope	observing	stars
telescope	is	used
telescope	observing	sky
telescope	is	used
thermometer	is	used
thermometer	measure	temperature
tree	planting	new tree
tree	can	can replaced
tree	planting	tree
insulator	slows	transfer
insulator	slows	transfer of heat
thermal insulator	slows	transfer of heat
thermal insulator	slows	transfer
tree-growth ring	occurs per	once year
growing tree-growth ring	occurs per	year
ring	occurs per	year
ring	occurs per	once year
growing ring	occurs per	year
tree-growth ring	occurs per	year
growing ring	occurs per	once year
growing tree-growth ring	occurs per	once year
food	is in	ecosystem
tree	is source of	food
tree	is	source
tree	is source of	food in ecosystem
tree	is source of	food for birds
tree	is source of	food for birds in ecosystem
food	is in	ecosystem
tree	is source of	food
tree	is	source
tree	is source of	food for animals
tree	is source of	food for animals in ecosystem
tree	is source of	food in ecosystem
toaster	converts energy for	toasting
toaster	converts	energy
toaster	converts energy into	heat energy
toaster	converts	electrical energy
trunk	is source of	support
trunk	is source of	support for tree
trunk	is	source
warm something	is source of	heat
warm something	is	source
something	is	source
something	is source of	heat
warm front	causes	weather
warm front	causes	cloudy weather
front	causes	cloudy weather
front	causes	weather
object	reflects	visible light
white object	reflects	visible light
acid	can cause	chemical change
acid	can cause	change
valley	is	formed
valley	is formed by	river
rain	has	impact on water quality
acid rain	has	impact on water quality
acid rain	has	negative impact on water quality
acid rain	has	impact
rain	has	negative impact on water quality
rain	has	impact
acid rain	has	negative impact
rain	has	negative impact
windmill	converts	wind energy
windmill	converts wind energy into	electricity
adaptations	are	used
adaptations	are used for	survival
reactions	adding heat to	object
chemical reactions	adding heat to	object
chemical reactions	adding	heat
reactions	adding	heat
sunlight	causes	objects
sunlight	causes objects to	heat
organism	develops trait over	time for survival
organism	develops trait over	time
organism	develops	trait
melting point	adding	salt
point	adding	salt
point	adding salt to	liquid
melting point	adding salt to	liquid
viruses	adding heat to	something
viruses	adding	heat
amphibians	live on	land
adult amphibians	live on	land
stage	is in	life cycle process
adulthood	is stage in	life cycle process
adulthood	is	stage
algae	is	found
algae	is found in	bodies
algae	is found in	bodies of water
air	is	vehicle
air	is vehicle for	sound
freezing point solid	adding	salt
freezing point solid	adding salt to	solid
freezing point	adding	salt
freezing point	adding salt to	solid
living things	eliminate	waste
minerals	are formed by	processes
minerals	are formed by	natural geological processes
minerals	are formed by	natural processes
minerals	are	formed
minerals	are formed by	geological processes
cells	perform	cellular respiration
cells	perform	respiration
alloys	are	made
alligators	eat	fish
aluminum	is	recyclable
fuel	is	renewable
alternative fuel	is	usually renewable resource
alternative fuel	is	renewable resource
fuel	is	resource
fuel	is	renewable resource
fuel	is	usually renewable resource
fuel	is	usually resource
alternative fuel	is	resource
alternative fuel	is	usually resource
aluminum	is	resource
aluminum	is	nonrenewable resource
aluminum	is	nonrenewable
amphibians	undergo	metamorphosis
amphibian	is	cold-blooded
amphibians	hatch from	eggs
animal	has	brain
anemometer	measure	wind speed
anemometer	is	used
animal	eat food for	nutrients
animal	eat	food
food	is	when available
food	is	available
animal	being	born
animal	on	health
animal	requires	air
animal	requires air for	survival
animal	requires	energy
animal	requires	nutrients
animal	requires	enough nutrients
animal	maintain	health
animal	maintain	good health
animal	storing	fat
animal	can survive in	environment with little food
animal	can survive in	environment
animal	can survive in	environment with food
environment	is with	little food
it	is	when born
it	is	born
animal	requires	nutrients
animal	requires	enough nutrients
animal	requires	shelter
animal	requires	nutrients for survival
animal	requires	nutrients
animal	requires	nutrients
animal	requires	nutrients grow
earthquake	causes	ground
animal	requires	warmth
animal	requires	warmth for survival
animal	requires	oxygen
Earth	has	surface quickly
earthquake	occurs over	period
earthquake	usually occurs over	period
ecosystem	contains	nonliving things
ecosystem	contains	things
egg	requires	warmth
electric car	contains	electric motor
car	contains	electric motor
car	contains	motor
electric car	contains	motor
car	uses	gasoline than regular car
car	uses	gasoline than car
car	uses	less gasoline
car	uses	less gasoline than car
car	uses	gasoline
electric car	uses	less gasoline
electric car	uses	gasoline than car
electric car	uses	gasoline than regular car
electric car	uses	gasoline
electric car	uses	less gasoline than regular car
electric car	uses	less gasoline than car
car	uses	less gasoline than regular car
animal	usually requires	body temperature for survival
animal	requires	warm body temperature
animal	usually requires	warm body temperature
animal	requires	body temperature
animal	requires	body temperature for survival
animal	usually requires	warm body temperature for survival
animal	requires	warm body temperature for survival
animal	usually requires	body temperature
electrical device	requires	electricity
device	requires	electricity
ecosystem	contains	large numbers of organisms
ecosystem	contains	large numbers of living organisms
ecosystem	contains numbers in	place
ecosystem	contains	numbers of organisms
ecosystem	contains numbers in	particular place
ecosystem	contains	numbers
ecosystem	contains	large numbers
ecosystem	contains	numbers of living organisms
ecosystem	contains	community of living organisms
ecosystem	contains	community of organisms
ecosystem	contains community in	place
ecosystem	contains	community
ecosystem	contains	large community of living organisms
ecosystem	contains	large community
ecosystem	contains	large community of organisms
ecosystem	contains community in	particular place
electromagnet	contains	cylindrical metal
electromagnet	contains	ferrous metal
electromagnet	contains	cylindrical ferrous metal
electromagnet	contains	metal
insulator	slows	flow of electricity
electrical insulator	slows	flow
insulator	slows	flow
electrical insulator	slows	flow of electricity
reaction	increases	amount of heat
reaction	increases	amount
exothermic reaction	increases	amount
exothermic reaction	increases	amount of heat
electron microscope	creates	picture
inclined plane	raising	objects
inclined plane	is	used
plane	raising	objects
plane	is	used
island	is formed by	lava
island	is	formed by lava released
island	is	formed by lava released over time
island	is	formed
island	is	formed by lava released on ocean floor
island	is	formed by lava released on ocean floor over time
insulator	slows	transfer of electricity
insulator	slows	transfer
electrical insulator	slows	transfer of electricity
electrical insulator	slows	transfer
landfill	is	source
landfill	is source of	pollution
light bulb	sending electricity through	filament
incandescent light bulb	converts electricity into	heat
light bulb	sending	electricity
light bulb	converts electricity into	heat
incandescent light bulb	sending	electricity
light bulb	converts	electricity
incandescent light bulb	converts	electricity
incandescent light bulb	sending electricity through	filament
island	is	formed
island	is formed over	time
island	is	formed by lava cooling over time
island	is	formed by lava cooling on ocean floor over time
island	is formed by	lava cooling on ocean floor
island	is formed by	lava cooling
light bulb	sending electricity through	filament
light bulb	converts electricity into	light
light bulb	sending	electricity
incandescent light bulb	sending	electricity
light bulb	converts	electricity
incandescent light bulb	converts electricity into	light
incandescent light bulb	converts	electricity
incandescent light bulb	sending electricity through	filament
ocean	is	source
ocean	is source of	heat for hurricane
ocean	is source of	heat
organism	is source of	carbon dioxide
organism	is	source
organism	breaks down	sugar
organism	release	energy
organism	has	environment
organism	is source of	matter
organism	is	source
organism	is source of	organic matter
organism	is	source
organism	is source of	water
oven	is source of	heat
oven	is	source
organism	requires energy for	repair
organism	requires	energy
organism	requires	energy for growth
organism	requires	energy
plant	requires food for	survival
plant	requires	food
organism	is source of	material
organism	is source of	organic material
organism	is	source
animals	exhale carbon dioxide from	their lungs
animals	exhale	carbon dioxide
animals	exhale carbon dioxide from	their lungs into air
animals	adapt to	their environment
animals	require	water
animals	require water for	survival
animals	learn	behaviors
animals	taste	flavors
animals	distance	themselves
animals	usually distance	themselves
aquatic plants	live in	bodies
plants	live in	bodies of water
aquatic plants	live in	bodies of water
plants	live in	bodies
animals	live in	environment
animals	live in	arctic environment
arctic animals	live in	arctic environment
arctic animals	live in	environment
arteries	transport nutrients throughout	body
arteries	transport	nutrients
animals	live in	bodies
aquatic animals	live in	bodies
aquatic animals	live in	bodies of water
animals	live in	bodies of water
animals	feed near	their habitats
ability	increases as	ability
size	will decrease as	source of light moves
size	will decrease as	source of light moves directly overhead
size	will decrease as	source of moves directly overhead of object
size	will decrease as	source
size	will decrease as	source of moves directly overhead
size	will decrease as	source of light moves directly overhead of object
size	will decrease as	source of moves overhead of object
size	will decrease as	source of moves
size	will decrease as	source of light moves overhead of object
size	will decrease as	source of moves overhead
size	will decrease as	source of light moves overhead
air pressure	will decrease as	altitude increases
source	appear	brighter
reading	will rise as	air pressure increases
types	will increase as	ability
available types	is in	distant locations
available types	will increase as	ability
temperature	will decrease as	altitude increases
population	will increase as	available resources increases
population	will increase as	resources increases
kinetic energy	will increase as	object moves
energy	will increase as	object moves
object	descends into	water
pressure	will increase as	depth increases
available water	is in	environment
amount	will decrease as	available water decreases
amount	will decrease as	water
amount	will decrease as	water decreases
amount	is in	environment
amount	will decrease as	available water in environment
amount	will decrease as	water in environment decreases
amount	will decrease as	available water in environment decreases
amount	will decrease as	available water
amount	will decrease as	water in environment
source	will appear as	distance from source of increases
source	will appear as	distance
source	will appear	dimmer
source	will appear as	distance from source
source	will appear as	distance from source of light increases
object	will appear as	distance
object	will appear	larger
object	will appear as	distance from object decreases
object	will appear as	distance decreases
object	will appear as	distance from object
amount	will increase as	distance decreases
amount	will increase as	distance to city
amount	will increase as	distance
amount	will increase as	distance to city decreases
available water	is in	environment
water	will decrease as	dryness increases
available water	will decrease as	dryness increases
available water	will decrease as	dryness increases in environment
water	will decrease as	dryness increases in environment
dryness increases	is in	environment
object	appear	smaller
pull	increases as	distance
pull	increases as	distance from object decreases
pull	increases as	distance decreases
pull	increases as	distance from object
force	exerted on	object
energy	required for	activity
strength	will increase as	heat increases
stars	will be harder as	pollution increases
stars	will be as	pollution increases
stars	will be as	light pollution increases
stars	will be harder as	light pollution increases
heat	is transferred from	something to something else
heat	is transferred from	something to something
heat	is	transferred
heat	is transferred from	something
container	will expand as	heat increases
flexible container	will expand as	heat increases
lightness	is in	color of object
amount	will increase as	flatness
